"","Brewery_id","Name.x","Beer_ID","ABV","IBU","Style","Ounces","Name.y","City","State","region"
"629",101,"West Sixth IPA",652,NA,NA,"American IPA",12,"West Sixth Brewing","Lexington","KY","South"
"630",102,"Rhode Island Blueberry",2438,0.046,11,"Kölsch",12,"Coastal Extreme Brewing Company","Newport","RI","Northeast"
"631",102,"Newport Storm IPA",2437,0.065,75,"American IPA",12,"Coastal Extreme Brewing Company","Newport","RI","Northeast"
"632",102,"Hurricane Amber Ale (2004)",751,0.052,24,"American Amber / Red Ale",12,"Coastal Extreme Brewing Company","Newport","RI","Northeast"
"633",102,"Hurricane Amber Ale",120,0.052,24,"American Amber / Red Ale",12,"Coastal Extreme Brewing Company","Newport","RI","Northeast"
"634",103,"Amber Ale",2436,0.051,NA,"American Amber / Red Ale",12,"King Street Brewing Company","Anchorage","AK","West"
"635",103,"King Street Pilsner",1706,0.055,NA,"Czech Pilsener",12,"King Street Brewing Company","Anchorage","AK","West"
"636",103,"King Street IPA",1667,0.06,70,"American IPA",12,"King Street Brewing Company","Anchorage","AK","West"
"637",103,"King Street Hefeweizen",1666,0.057,10,"Hefeweizen",12,"King Street Brewing Company","Anchorage","AK","West"
"638",103,"King Street Blonde Ale",1665,0.049,NA,"American Blonde Ale",12,"King Street Brewing Company","Anchorage","AK","West"
"639",104,"Watermelon Ale",2435,0.05,10,"Fruit / Vegetable Beer",12,"Beer Works Brewery","Lowell","MA","Northeast"
"640",104,"Fenway American Pale Ale",2423,0.058,45,"American Pale Ale (APA)",12,"Beer Works Brewery","Lowell","MA","Northeast"
"641",104,"Back Bay IPA",2420,0.068,85,"American IPA",12,"Beer Works Brewery","Lowell","MA","Northeast"
"642",104,"Bunker Hill Blueberry Ale ",2419,0.048,16,"Other",12,"Beer Works Brewery","Lowell","MA","Northeast"
"643",105,"Peach Pale Ale",2434,0.057,40,"American Pale Ale (APA)",12,"Lone Tree Brewing Company","Lone Tree","CO","West"
"644",106,"Four String Vanilla Porter",2428,0.06,NA,"American Porter",12,"Four String Brewing Company","Columbus","OH","Midwest"
"645",106,"Suncaster Summer Wheat",2427,0.05,28,"American Pale Wheat Ale",12,"Four String Brewing Company","Columbus","OH","Midwest"
"646",106,"Brass Knuckle Pale Ale",2425,0.057,36,"American Pale Ale (APA)",12,"Four String Brewing Company","Columbus","OH","Midwest"
"647",106,"Big Star White IPA",2424,0.07,70,"American White IPA",12,"Four String Brewing Company","Columbus","OH","Midwest"
"648",107,"Clean Shave IPA",2426,0.067,70,"American IPA",12,"Glabrous Brewing Company","Pineland","ME","Northeast"
"649",108,"Firestarter India Pale Ale",2422,0.066,72,"American IPA",12,"Bonfire Brewing Company","Eagle","CO","West"
"650",108,"Kilt Dropper Scotch Ale",1727,0.075,22,"Scotch Ale / Wee Heavy",16,"Bonfire Brewing Company","Eagle","CO","West"
"651",108,"Wood Splitter Pilsner",1614,0.048,30,"Czech Pilsener",16,"Bonfire Brewing Company","Eagle","CO","West"
"652",108,"Gyptoberfest",1613,0.056,26,"Märzen / Oktoberfest",12,"Bonfire Brewing Company","Eagle","CO","West"
"653",108,"Farmer Wirtz India Pale Ale",1549,0.07,94,"English India Pale Ale (IPA)",16,"Bonfire Brewing Company","Eagle","CO","West"
"654",108,"Slow & Steady Golden Ale",1548,0.047,NA,"American Blonde Ale",12,"Bonfire Brewing Company","Eagle","CO","West"
"655",108,"Pink-I Raspberry IPA",1517,0.068,NA,"American IPA",16,"Bonfire Brewing Company","Eagle","CO","West"
"656",108,"Moe's Original Bar B Que 'Bama Brew Golden Ale",1500,0.047,NA,"American Blonde Ale",12,"Bonfire Brewing Company","Eagle","CO","West"
"657",108,"Live Local Golden Ale",1421,0.047,NA,"American Blonde Ale",12,"Bonfire Brewing Company","Eagle","CO","West"
"658",108,"Screaming Eagle Special Ale ESB",1360,0.048,38,"Extra Special / Strong Bitter (ESB)",12,"Bonfire Brewing Company","Eagle","CO","West"
"659",108,"Dirtbag Dunkel",1184,0.049,NA,"Munich Dunkel Lager",16,"Bonfire Brewing Company","Eagle","CO","West"
"660",108,"Kindler Pale Ale",1183,0.053,45,"American Pale Ale (APA)",12,"Bonfire Brewing Company","Eagle","CO","West"
"661",108,"Mistress Winter Wheat",1023,0.064,NA,"Winter Warmer",12,"Bonfire Brewing Company","Eagle","CO","West"
"662",108,"Tent Pole Vanilla Porter",998,0.061,NA,"American Porter",16,"Bonfire Brewing Company","Eagle","CO","West"
"663",108,"Awry Rye Pale Ale",997,0.058,NA,"American Pale Ale (APA)",12,"Bonfire Brewing Company","Eagle","CO","West"
"664",108,"Demshitz Brown Ale",996,0.058,NA,"American Brown Ale",12,"Bonfire Brewing Company","Eagle","CO","West"
"665",108,"Wood Splitter Pilsner (2012)",931,0.048,NA,"Czech Pilsener",12,"Bonfire Brewing Company","Eagle","CO","West"
"666",108,"Brush Creek Blonde",798,0.048,NA,"American Blonde Ale",16,"Bonfire Brewing Company","Eagle","CO","West"
"667",108,"Firestarter India Pale Ale",633,0.066,72,"American IPA",16,"Bonfire Brewing Company","Eagle","CO","West"
"668",109,"Watermelon Ale",2421,0.051,11,"Fruit / Vegetable Beer",12,"Thomas Hooker Brewing Company","Bloomfield","CT","Northeast"
"669",110,"4000 Footer IPA",2417,0.065,82,"American IPA",12,"Woodstock Inn, Station & Brewery","North Woodstock","NH","Northeast"
"670",110,"Summer Brew",2306,0.028,15,"American Pilsner",12,"Woodstock Inn, Station & Brewery","North Woodstock","NH","Northeast"
"671",111,"Consilium",2414,0.05,40,"American Pale Ale (APA)",12,"Renegade Brewing Company","Denver","CO","West"
"672",111,"Hammer & Sickle",1581,0.09,60,"Russian Imperial Stout",12,"Renegade Brewing Company","Denver","CO","West"
"673",111,"Redacted Rye IPA",1176,0.07,100,"American IPA",16,"Renegade Brewing Company","Denver","CO","West"
"674",111,"Elevation Triple India Pale Ale",1006,0.099,100,"American Double / Imperial IPA",12,"Renegade Brewing Company","Denver","CO","West"
"675",111,"5:00 O'Clock Afternoon Ale",1005,0.05,25,"American Blonde Ale",16,"Renegade Brewing Company","Denver","CO","West"
"676",111,"Ryeteous Rye IPA (2012)",636,0.07,100,"American IPA",16,"Renegade Brewing Company","Denver","CO","West"
"677",112,"Cali Creamin'",2413,0.052,21,"Cream Ale",12,"Mother Earth Brew Company","Vista","CA","West"
"678",113,"Deception",2412,0.045,16,"American Blonde Ale",12,"Black Market Brewing Company","Temecula","CA","West"
"679",113,"Blackmarket Rye IPA",1898,0.075,35,"American IPA",12,"Black Market Brewing Company","Temecula","CA","West"
"680",113,"Black Market Hefeweizen",1897,0.05,8,"Hefeweizen",12,"Black Market Brewing Company","Temecula","CA","West"
"681",113,"Aftermath Pale Ale",1896,0.058,44,"American Pale Ale (APA)",12,"Black Market Brewing Company","Temecula","CA","West"
"682",114,"Nitro Can Coffee Stout",2411,0.052,NA,"American Stout",12,"Vault Brewing Company","Yardley","PA","Northeast"
"683",115,"Welcome to Scoville",2408,0.069,NA,"American IPA",12,"Jailbreak Brewing Company","Laurel","MD","South"
"684",116,"Rule G IPA",2407,0.07,88,"American IPA",12,"Smartmouth Brewing Company","Norfolk","VA","South"
"685",116,"Murphy's Law",2406,0.058,35,"American Amber / Red Ale",12,"Smartmouth Brewing Company","Norfolk","VA","South"
"686",116,"Alter Ego ",2405,0.062,33,"Saison / Farmhouse Ale",12,"Smartmouth Brewing Company","Norfolk","VA","South"
"687",117,"Hop in the ‘Pool Helles",2404,0.049,22,"American Pilsner",12,"Base Camp Brewing Co.","Portland","OR","West"
"688",117,"Ultra Gnar Gnar IPA",2323,0.067,60,"American IPA",12,"Base Camp Brewing Co.","Portland","OR","West"
"689",117,"In-Tents India Pale Lager",2189,0.068,62,"American Pale Lager",12,"Base Camp Brewing Co.","Portland","OR","West"
"690",117,"Lost Meridian Wit",2188,0.05,20,"Witbier",12,"Base Camp Brewing Co.","Portland","OR","West"
"691",117,"Celestial Meridian Cascadian Dark Lager",2187,0.051,45,"Euro Dark Lager",12,"Base Camp Brewing Co.","Portland","OR","West"
"692",118,"P-Town Pilsner",2403,0.04,20,"American Pilsner",12,"Alameda Brewing","Portland","OR","West"
"693",118,"Klickitat Pale Ale",2402,0.053,36,"American Pale Ale (APA)",12,"Alameda Brewing","Portland","OR","West"
"694",118,"Yellow Wolf Imperial IPA",2401,0.082,103,"American Double / Imperial IPA",12,"Alameda Brewing","Portland","OR","West"
"695",119,"Pine Belt Pale Ale",2387,0.065,45,"American Pale Ale (APA)",12,"Southern Star Brewing Company","Conroe","TX","South"
"696",119,"Walloon",2267,0.055,NA,"Saison / Farmhouse Ale",12,"Southern Star Brewing Company","Conroe","TX","South"
"697",119,"Le Mort Vivant",1740,0.069,23,"Bière de Garde",12,"Southern Star Brewing Company","Conroe","TX","South"
"698",119,"Red Cockaded Ale",1728,0.085,110,"American Double / Imperial IPA",12,"Southern Star Brewing Company","Conroe","TX","South"
"699",119,"Valkyrie Double IPA",1497,0.092,100,"American Double / Imperial IPA",12,"Southern Star Brewing Company","Conroe","TX","South"
"700",119,"Red Cockaded Ale (2013)",1011,0.085,110,"American Double / Imperial IPA",12,"Southern Star Brewing Company","Conroe","TX","South"
"701",119,"Old Potentate",1010,0.072,40,"Old Ale",12,"Southern Star Brewing Company","Conroe","TX","South"
"702",119,"Bombshell Blonde",856,0.05,20,"American Blonde Ale",16,"Southern Star Brewing Company","Conroe","TX","South"
"703",119,"PRO-AM (2012) (2012)",853,0.099,100,"American Double / Imperial IPA",12,"Southern Star Brewing Company","Conroe","TX","South"
"704",119,"Walloon (2014)",691,0.055,NA,"Saison / Farmhouse Ale",12,"Southern Star Brewing Company","Conroe","TX","South"
"705",119,"Le Mort Vivant (2011)",555,0.069,23,"Bière de Garde",12,"Southern Star Brewing Company","Conroe","TX","South"
"706",119,"Buried Hatchet Stout",46,0.083,50,"Foreign / Export Stout",12,"Southern Star Brewing Company","Conroe","TX","South"
"707",119,"Pine Belt Pale Ale",45,0.065,45,"American Pale Ale (APA)",16,"Southern Star Brewing Company","Conroe","TX","South"
"708",119,"Bombshell Blonde",44,0.05,20,"American Blonde Ale",12,"Southern Star Brewing Company","Conroe","TX","South"
"709",120,"Third Eye Enlightened Pale Ale",2386,0.065,65,"American Pale Ale (APA)",12,"Steamworks Brewing Company","Durango","CO","West"
"710",120,"Colorado Kölsch",92,0.049,17,"Kölsch",12,"Steamworks Brewing Company","Durango","CO","West"
"711",120,"Steam Engine Lager",91,0.057,25,"American Amber / Red Lager",12,"Steamworks Brewing Company","Durango","CO","West"
"712",120,"Third Eye Pale Ale",90,0.065,65,"American IPA",12,"Steamworks Brewing Company","Durango","CO","West"
"713",121,"Watermelon Wheat",2385,0.056,NA,"American Pale Wheat Ale",12,"Horny Goat Brew Pub","Milwaukee","WI","Midwest"
"714",121,"Laka Laka Pineapple",2384,0.051,17,"Hefeweizen",12,"Horny Goat Brew Pub","Milwaukee","WI","Midwest"
"715",121,"Oktoberfest",2383,0.06,NA,"Märzen / Oktoberfest",16,"Horny Goat Brew Pub","Milwaukee","WI","Midwest"
"716",122,"IPA #11",2380,0.057,58,"American IPA",16,"Cheboygan Brewing Company","Cheboygan","MI","Midwest"
"717",122,"Blood Orange Honey",2379,0.057,10,"Fruit / Vegetable Beer",16,"Cheboygan Brewing Company","Cheboygan","MI","Midwest"
"718",122,"Lighthouse Amber",2354,0.052,NA,"Altbier",16,"Cheboygan Brewing Company","Cheboygan","MI","Midwest"
"719",123,"Main St. Virginia Ale",2377,0.05,40,"Altbier",12,"Center of the Universe Brewing C...","Ashland","VA","South"
"720",123,"Chin Music Amber Lager",1839,0.045,24,"American Amber / Red Lager",12,"Center of the Universe Brewing C...","Ashland","VA","South"
"721",123,"Main St. Virginia Ale",1248,0.05,40,"Altbier",12,"Center of the Universe Brewing C...","Ashland","VA","South"
"722",123,"Ray Ray’s Pale Ale",1247,0.052,42,"American Pale Ale (APA)",12,"Center of the Universe Brewing C...","Ashland","VA","South"
"723",124,"Summer Ale",2376,0.049,NA,"American Blonde Ale",12,"Ipswich Ale Brewery","Ipswich","MA","Northeast"
"724",125,"Mr. Blue Sky",2375,0.045,6,"American Pale Wheat Ale",16,"Griffin Claw Brewing Company","Birmingham","MI","Midwest"
"725",125,"3 Scrooges",2143,0.065,NA,"Winter Warmer",16,"Griffin Claw Brewing Company","Birmingham","MI","Midwest"
"726",125,"Screamin’ Pumpkin",2142,0.05,25,"Pumpkin Ale",16,"Griffin Claw Brewing Company","Birmingham","MI","Midwest"
"727",125,"Grand Trunk Bohemian Pils",2141,0.05,35,"Czech Pilsener",16,"Griffin Claw Brewing Company","Birmingham","MI","Midwest"
"728",125,"El Rojo",2140,0.065,25,"American Amber / Red Ale",16,"Griffin Claw Brewing Company","Birmingham","MI","Midwest"
"729",125,"Norm's Raggedy Ass IPA",2139,0.075,NA,"American IPA",16,"Griffin Claw Brewing Company","Birmingham","MI","Midwest"
"730",125,"Grind Line",2138,0.05,35,"American Pale Ale (APA)",16,"Griffin Claw Brewing Company","Birmingham","MI","Midwest"
"731",125,"Norm's Gateway IPA",2007,0.04,55,"American IPA",12,"Griffin Claw Brewing Company","Birmingham","MI","Midwest"
"732",125,"Lemon Shandy Tripel",1570,0.09,NA,"Tripel",16,"Griffin Claw Brewing Company","Birmingham","MI","Midwest"
"733",126,"Weisse Versa (2012)",2374,0.052,16,"Hefeweizen",12,"Karbach Brewing Company","Houston","TX","South"
"734",126,"Mother in Lager",1560,0.058,25,"Munich Dunkel Lager",12,"Karbach Brewing Company","Houston","TX","South"
"735",126,"Weekend Warrior Pale Ale",1557,0.055,40,"American Pale Ale (APA)",12,"Karbach Brewing Company","Houston","TX","South"
"736",126,"Karbachtoberfest",1458,0.055,25,"Märzen / Oktoberfest",12,"Karbach Brewing Company","Houston","TX","South"
"737",126,"Love Street Summer Seasonal (2014)",1235,0.047,20,"Kölsch",12,"Karbach Brewing Company","Houston","TX","South"
"738",126,"Barn Burner Saison",1068,0.066,20,"Saison / Farmhouse Ale",12,"Karbach Brewing Company","Houston","TX","South"
"739",126,"Rodeo Clown Double IPA",666,0.095,85,"American Double / Imperial IPA",12,"Karbach Brewing Company","Houston","TX","South"
"740",126,"Sympathy for the Lager",465,0.049,45,"American Amber / Red Lager",12,"Karbach Brewing Company","Houston","TX","South"
"741",126,"Weisse Versa",464,0.052,15,"Hefeweizen",12,"Karbach Brewing Company","Houston","TX","South"
"742",126,"Hopadillo India Pale Ale",463,0.066,70,"American IPA",12,"Karbach Brewing Company","Houston","TX","South"
"743",127,"The Green Room",2372,0.06,75,"American IPA",16,"Uncle Billy's Brewery and Smokeh...","Austin","TX","South"
"744",127,"Humbucker Helles",2367,0.047,25,"Maibock / Helles Bock",16,"Uncle Billy's Brewery and Smokeh...","Austin","TX","South"
"745",128,"Neato Bandito",2371,0.06,NA,"Euro Pale Lager",12,"Deep Ellum Brewing Company","Dallas","TX","South"
"746",128,"Oak Cliff Coffee Ale",2251,0.075,33,"American Brown Ale",12,"Deep Ellum Brewing Company","Dallas","TX","South"
"747",128,"Dream Crusher Double IPA",2166,0.085,100,"American Double / Imperial IPA",12,"Deep Ellum Brewing Company","Dallas","TX","South"
"748",128,"Deep Ellum Pale Ale",1827,0.06,NA,"American Pale Ale (APA)",12,"Deep Ellum Brewing Company","Dallas","TX","South"
"749",128,"Double Brown Stout",1203,0.07,NA,"Baltic Porter",12,"Deep Ellum Brewing Company","Dallas","TX","South"
"750",128,"Farmhouse Wit",1202,0.048,25,"Saison / Farmhouse Ale",16,"Deep Ellum Brewing Company","Dallas","TX","South"
"751",128,"Rye Pils Session Lager",1161,0.046,NA,"German Pilsener",12,"Deep Ellum Brewing Company","Dallas","TX","South"
"752",128,"Dallas Blonde",946,0.052,23,"American Blonde Ale",12,"Deep Ellum Brewing Company","Dallas","TX","South"
"753",128,"Deep Ellum IPA",943,0.07,70,"American IPA",12,"Deep Ellum Brewing Company","Dallas","TX","South"
"754",129,"18th Anniversary Gose",2370,0.044,5,"Gose",12,"Real Ale Brewing Company","Blanco","TX","South"
"755",129,"White (2015)",2211,0.046,25,"Witbier",12,"Real Ale Brewing Company","Blanco","TX","South"
"756",129,"BLAKKR",1861,0.099,85,"American Black Ale",12,"Real Ale Brewing Company","Blanco","TX","South"
"757",129,"Firemans #4 Blonde Ale (2013)",1718,0.051,21,"American Blonde Ale",12,"Real Ale Brewing Company","Blanco","TX","South"
"758",129,"The Sword Iron Swan Ale",1290,0.059,NA,"English Pale Ale",12,"Real Ale Brewing Company","Blanco","TX","South"
"759",129,"Hans' Pils (2015)",1091,0.053,52,"German Pilsener",12,"Real Ale Brewing Company","Blanco","TX","South"
"760",129,"Four Squared (2015)",1086,0.06,50,"American Blonde Ale",12,"Real Ale Brewing Company","Blanco","TX","South"
"761",129,"Firemans #4 Blonde Ale (2015)",830,0.051,21,"American Blonde Ale",12,"Real Ale Brewing Company","Blanco","TX","South"
"762",130,"Straub Beer (Current)",2369,0.05,NA,"American Adjunct Lager",12,"Straub Brewery","St Mary's","PA","Northeast"
"763",130,"American Lager",2233,0.041,8,"American Adjunct Lager",12,"Straub Brewery","St Mary's","PA","Northeast"
"764",130,"American Amber",2232,0.041,8,"American Amber / Red Lager",12,"Straub Brewery","St Mary's","PA","Northeast"
"765",130,"American Light",2231,0.032,13,"Light Lager",12,"Straub Brewery","St Mary's","PA","Northeast"
"766",131,"Black Hop IPA",2368,0.068,NA,"American Black Ale",12,"Shebeen Brewing Company","Wolcott","CT","Northeast"
"767",132,"Point Special (Current)",2366,0.047,9,"American Adjunct Lager",12,"Stevens Point Brewery","Stevens Point","WI","Midwest"
"768",132,"Point Special",2365,0.047,9,"American Adjunct Lager",12,"Stevens Point Brewery","Stevens Point","WI","Midwest"
"769",132,"Point Cascade Pale Ale (2013)",2270,0.054,33,"American Pale Ale (APA)",12,"Stevens Point Brewery","Stevens Point","WI","Midwest"
"770",132,"Point Special",2228,0.047,9,"American Adjunct Lager",12,"Stevens Point Brewery","Stevens Point","WI","Midwest"
"771",132,"Onyx Black Ale",2151,0.052,9,"American Black Ale",12,"Stevens Point Brewery","Stevens Point","WI","Midwest"
"772",132,"Beyond The Pale IPA",2150,0.063,64,"American IPA",12,"Stevens Point Brewery","Stevens Point","WI","Midwest"
"773",132,"Point Special (2013)",2122,0.047,9,"American Adjunct Lager",12,"Stevens Point Brewery","Stevens Point","WI","Midwest"
"774",132,"Point Special (2012)",2121,0.047,9,"American Adjunct Lager",12,"Stevens Point Brewery","Stevens Point","WI","Midwest"
"775",132,"Point Special Lager",2115,0.047,9,"American Adjunct Lager",16,"Stevens Point Brewery","Stevens Point","WI","Midwest"
"776",132,"St. Benedict's Winter Ale",1450,0.062,NA,"Winter Warmer",12,"Stevens Point Brewery","Stevens Point","WI","Midwest"
"777",132,"Point Oktoberfest",1357,0.057,15,"Märzen / Oktoberfest",16,"Stevens Point Brewery","Stevens Point","WI","Midwest"
"778",132,"Point Nude Beach Summer Wheat",1225,0.052,7,"American Pale Wheat Ale",16,"Stevens Point Brewery","Stevens Point","WI","Midwest"
"779",132,"Point Nude Beach Summer Wheat",816,0.05,7,"American Pale Wheat Ale",12,"Stevens Point Brewery","Stevens Point","WI","Midwest"
"780",132,"Point Nude Beach Summer Wheat (2011)",772,0.05,7,"American Pale Wheat Ale",12,"Stevens Point Brewery","Stevens Point","WI","Midwest"
"781",132,"Drop Dead Blonde",684,0.035,NA,"American Blonde Ale",12,"Stevens Point Brewery","Stevens Point","WI","Midwest"
"782",132,"Three Kings Ale",650,0.049,13,"Kölsch",12,"Stevens Point Brewery","Stevens Point","WI","Midwest"
"783",132,"Point Oktoberfest",456,0.057,15,"Märzen / Oktoberfest",12,"Stevens Point Brewery","Stevens Point","WI","Midwest"
"784",132,"2012 Black Ale",357,0.054,32,"American Brown Ale",12,"Stevens Point Brewery","Stevens Point","WI","Midwest"
"785",132,"Point Nude Beach Summer Wheat (2010)",141,0.05,7,"American Pale Wheat Ale",12,"Stevens Point Brewery","Stevens Point","WI","Midwest"
"786",132,"Point Cascade Pale Ale",140,0.054,33,"American Pale Ale (APA)",12,"Stevens Point Brewery","Stevens Point","WI","Midwest"
"787",132,"Point Amber Classic",139,0.047,14,"American Amber / Red Lager",12,"Stevens Point Brewery","Stevens Point","WI","Midwest"
"788",132,"Point Special Lager",138,0.047,9,"American Adjunct Lager",12,"Stevens Point Brewery","Stevens Point","WI","Midwest"
"789",133,"Royal Lager",2364,NA,NA,"American Pale Lager",16,"Weston Brewing Company","Weston","MO","Midwest"
"790",133,"Rip Van Winkle (Current)",2348,0.08,NA,"Bock",12,"Weston Brewing Company","Weston","MO","Midwest"
"791",133,"O’Malley’s Stout",2344,NA,NA,"English Stout",12,"Weston Brewing Company","Weston","MO","Midwest"
"792",133,"O’Malley’s IPA",2343,0.075,89,"American IPA",12,"Weston Brewing Company","Weston","MO","Midwest"
"793",133,"O’Malley’s Irish Style Cream Ale",2342,NA,NA,"Cream Ale",12,"Weston Brewing Company","Weston","MO","Midwest"
"794",133,"L'il Lucy's Hot Pepper Ale",2341,0.049,28,"Chile Beer",12,"Weston Brewing Company","Weston","MO","Midwest"
"795",133,"Drop Kick Ale",2340,0.052,NA,"American Amber / Red Ale",12,"Weston Brewing Company","Weston","MO","Midwest"
"796",134,"2014 IPA Cicada Series",2362,0.075,72,"American IPA",16,"Southern Prohibition Brewing Com...","Hattiesburg","MS","South"
"797",134,"Sinister Minister Black IPA",2346,0.077,65,"American IPA",16,"Southern Prohibition Brewing Com...","Hattiesburg","MS","South"
"798",134,"Jack the Sipper",2320,0.053,45,"Extra Special / Strong Bitter (ESB)",12,"Southern Prohibition Brewing Com...","Hattiesburg","MS","South"
"799",134,"Devil's Harvest Extra Pale Ale",2297,0.058,60,"American Pale Ale (APA)",12,"Southern Prohibition Brewing Com...","Hattiesburg","MS","South"
"800",134,"Suzy B Dirty Blonde Ale",2296,0.05,20,"American Blonde Ale",12,"Southern Prohibition Brewing Com...","Hattiesburg","MS","South"
"801",134,"Mississippi Fire Ant",1745,0.08,80,"American Amber / Red Ale",16,"Southern Prohibition Brewing Com...","Hattiesburg","MS","South"
"802",134,"Hipster Breakfast",1120,0.058,40,"Oatmeal Stout",16,"Southern Prohibition Brewing Com...","Hattiesburg","MS","South"
"803",134,"Suzy B Dirty Blonde Ale",1118,0.05,20,"American Blonde Ale",16,"Southern Prohibition Brewing Com...","Hattiesburg","MS","South"
"804",134,"Devil's Harvest Extra Pale Ale",1117,0.058,60,"American Pale Ale (APA)",16,"Southern Prohibition Brewing Com...","Hattiesburg","MS","South"
"805",135,"Axe Head Malt Liquor",2361,0.099,NA,"American Malt Liquor",24,"Minhas Craft Brewery","Monroe","WI","Midwest"
"806",135,"Huber Bock (2014)",2359,0.054,NA,"Bock",16,"Minhas Craft Brewery","Monroe","WI","Midwest"
"807",135,"Minhas Light (2012)",2358,0.04,NA,"Light Lager",12,"Minhas Craft Brewery","Monroe","WI","Midwest"
"808",135,"Huber",2282,0.05,NA,"American Pale Lager",12,"Minhas Craft Brewery","Monroe","WI","Midwest"
"809",135,"Clear Creek Ice",2281,0.062,NA,"American Pale Lager",16,"Minhas Craft Brewery","Monroe","WI","Midwest"
"810",135,"Clear Creek Ice",2280,0.062,NA,"American Pale Lager",12,"Minhas Craft Brewery","Monroe","WI","Midwest"
"811",135,"Mountain Crest",2279,0.055,NA,"American Pale Lager",16,"Minhas Craft Brewery","Monroe","WI","Midwest"
"812",135,"Mountain Crest",2278,0.055,NA,"American Pale Lager",12,"Minhas Craft Brewery","Monroe","WI","Midwest"
"813",135,"Mountain Creek (2013)",2277,0.055,NA,"American Pale Lager",12,"Minhas Craft Brewery","Monroe","WI","Midwest"
"814",135,"Boxer",2276,0.05,NA,"American Adjunct Lager",24,"Minhas Craft Brewery","Monroe","WI","Midwest"
"815",135,"Boxer Light",2275,0.042,NA,"Light Lager",12,"Minhas Craft Brewery","Monroe","WI","Midwest"
"816",135,"Boxer Ice",2274,0.055,NA,"American Adjunct Lager",12,"Minhas Craft Brewery","Monroe","WI","Midwest"
"817",135,"Boxer",2273,0.05,NA,"American Adjunct Lager",12,"Minhas Craft Brewery","Monroe","WI","Midwest"
"818",136,"Morning Wood Wheat (Current)",2360,0.059,14,"American Pale Wheat Ale",12,"Pug Ryan's Brewery","Dillon","CO","West"
"819",136,"Hideout Helles",1463,0.069,17,"Munich Helles Lager",12,"Pug Ryan's Brewery","Dillon","CO","West"
"820",136,"Dead Eye Dunkel",1462,0.06,15,"Munich Dunkel Lager",12,"Pug Ryan's Brewery","Dillon","CO","West"
"821",136,"Peacemaker Pilsner",1461,0.058,21,"Czech Pilsener",12,"Pug Ryan's Brewery","Dillon","CO","West"
"822",136,"Over the Rail Pale Ale",711,0.057,68,"American Pale Ale (APA)",12,"Pug Ryan's Brewery","Dillon","CO","West"
"823",136,"Pallavicini Pilsner (2009)",188,0.058,21,"Czech Pilsener",12,"Pug Ryan's Brewery","Dillon","CO","West"
"824",136,"Morning Wood Wheat (Current)",130,0.059,14,"American Pale Wheat Ale",12,"Pug Ryan's Brewery","Dillon","CO","West"
"825",137,"Porter Culture",2357,0.065,NA,"American Porter",12,"Hops & Grains Brewing Company","Austin","TX","South"
"826",138,"Sietsema Red Label",2353,0.069,NA,"Cider",16,"Sietsema Orchards and Cider Mill","Ada","MI","Midwest"
"827",139,"Extra Pale Ale",2352,0.053,49,"American Pale Ale (APA)",12,"Summit Brewing Company","St Paul","MN","Midwest"
"828",140,"Behemoth",2351,0.05,NA,"American Pilsner",12,"Core Brewing & Distilling Company","Springdale","AR","South"
"829",140,"Arkansas Red",1650,0.052,NA,"American Amber / Red Ale",12,"Core Brewing & Distilling Company","Springdale","AR","South"
"830",140,"Core Oatmeal Stout",1337,0.057,NA,"Oatmeal Stout",12,"Core Brewing & Distilling Company","Springdale","AR","South"
"831",140,"Core ESB",1336,0.061,NA,"Extra Special / Strong Bitter (ESB)",12,"Core Brewing & Distilling Company","Springdale","AR","South"
"832",141,"Oklahoma Suks",2350,0.048,32,"American Amber / Red Ale",12,"Independence Brewing Company","Austin","TX","South"
"833",141,"Power & Light",2301,0.055,42,"American Pale Ale (APA)",12,"Independence Brewing Company","Austin","TX","South"
"834",141,"White Rabbit ",1904,0.059,27,"Witbier",12,"Independence Brewing Company","Austin","TX","South"
"835",142,"Cubano Espresso",2349,0.055,25,"Bock",12,"Cigar City Brewing Company","Tampa","FL","South"
"836",142,"Operation Homefront",2014,0.062,65,"American IPA",12,"Cigar City Brewing Company","Tampa","FL","South"
"837",142,"Wandering Pelican",2013,0.082,65,"American Black Ale",12,"Cigar City Brewing Company","Tampa","FL","South"
"838",142,"Sugar Plum",2012,0.055,NA,"American Brown Ale",12,"Cigar City Brewing Company","Tampa","FL","South"
"839",142,"Oktoberfest",2011,0.055,NA,"Märzen / Oktoberfest",12,"Cigar City Brewing Company","Tampa","FL","South"
"840",142,"Puppy's Breath Porter",2010,0.06,NA,"American Porter",12,"Cigar City Brewing Company","Tampa","FL","South"
"841",142,"Happening Now",2009,0.045,NA,"American IPA",12,"Cigar City Brewing Company","Tampa","FL","South"
"842",142,"Hopped on the High Seas (Hop #529)",1726,0.07,60,"American IPA",12,"Cigar City Brewing Company","Tampa","FL","South"
"843",142,"Hopped on the High Seas (Calypso)",1725,0.07,60,"American IPA",12,"Cigar City Brewing Company","Tampa","FL","South"
"844",142,"Wiregrass Post-Prohibition Ale",1695,0.063,NA,"American Pale Ale (APA)",12,"Cigar City Brewing Company","Tampa","FL","South"
"845",142,"Dry-Hopped On The High Seas Caribbean-Style IPA",1694,0.07,60,"American IPA",12,"Cigar City Brewing Company","Tampa","FL","South"
